Haig Glacier Automatic Weather Station;;;;;;;;;;;;;;;;
Daily mean meteorological conditions, 2002-2015;;;;;;;lon;115.3018 W;;;;;;;albedo_flag=0:  estimated;
All data are mean daily values calculated from 30-minute AWS data.;;;;;;;lat;50.7124 N;;;;;;;albedo_flag=1: measured;
Missing data is gap-filled from the forefield AWS (lapsed/adjusted);;;;;;;elev;2665 m;;;;;;;;
See Marshall (HESS, 2014) and Marshall and Miller (Cryosphere, 2020) concerning the gap-filling methods.;;;;;;;;;;;;;;;;
;;;;;;;;;;SW in;SW out;;LW in;LW out;  albedo;
2008;23;-9,8;-14,1;-5,7;54,0;1,31;1,56;741,5;3,97;95,3;84,4;0,89;206,4;259,1;0;
2008;24;-13,1;-18,0;-9,1;63,2;1,20;1,42;735,8;2,42;63,1;55,9;0,89;210,6;246,6;0;
2008;25;-12,3;-15,9;-9,4;63,4;1,25;1,48;734,1;3,85;88,5;78,3;0,89;213,3;249,3;0;
2008;26;-14,1;-16,4;-12,2;82,3;1,46;1,71;730,7;4,18;75,1;66,7;0,89;236,7;242,6;0;
2008;27;-13,6;-24,9;-11,5;83,5;1,60;1,85;719,9;2,26;42,3;36,9;0,87;240,3;244,4;0;
2008;28;-23,6;-29,3;-18,8;75,5;0,63;0,72;716,8;2,12;86,3;76,0;0,88;194,5;208,8;0;
2008;29;-20,4;-23,9;-16,7;75,7;0,82;0,95;721,7;3,46;79,3;69,8;0,88;204,9;219,7;0;
2008;30;-17,5;-18,1;-16,8;79,4;1,06;1,23;725,4;4,48;73,4;62,4;0,85;220,0;230,0;0;
2008;31;-15,1;-16,7;-13,9;83,1;1,36;1,58;723,0;2,72;48,3;42,9;0,89;234,3;238,9;0;
2008;32;-15,2;-15,9;-14,1;83,7;1,35;1,58;728,1;2,26;62,0;54,8;0,89;234,9;238,6;0;
2008;33;-16,2;-17,9;-15,5;82,9;1,22;1,43;727,9;2,77;75,3;67,8;0,90;229,7;234,6;0;
2008;34;-19,1;-25,3;-12,8;80,2;0,98;1,14;726,5;1,83;92,2;80,2;0,87;215,5;224,1;0;
2008;35;-18,0;-19,2;-17,1;81,3;1,03;1,21;734,4;2,92;181,7;156,7;0,86;221,1;228,3;0;
2008;36;-15,3;-18,3;-11,9;82,5;1,34;1,58;733,4;5,63;111,0;95,4;0,86;232,7;238,2;0;
2008;37;-15,2;-16,3;-13,3;82,0;1,33;1,56;728,8;4,41;86,5;77,2;0,89;232,2;238,6;0;
2008;38;-14,5;-15,9;-13,4;83,4;1,43;1,66;724,9;3,45;75,8;67,7;0,89;236,7;241,0;0;
2008;39;-13,3;-16,1;-12,0;83,4;1,58;1,85;727,4;4,13;84,0;72,2;0,86;241,5;245,7;0;
2008;40;-13,6;-16,5;-8,6;82,0;1,54;1,82;736,8;3,81;135,5;117,6;0,87;238,2;244,7;0;
2008;41;-8,3;-10,5;-7,5;86,6;2,41;2,84;735,3;3,68;69,6;60,2;0,86;266,5;265,3;0;
2008;42;-11,0;-12,2;-10,0;85,5;1,90;2,26;740,7;2,66;84,7;73,5;0,87;253,6;254,5;0;
2008;43;-8,1;-10,0;-6,8;88,8;2,48;2,95;740,5;2,58;84,4;73,7;0,87;270,9;265,9;0;
2008;44;-8,2;-11,0;-5,5;89,6;2,52;2,98;734,7;3,05;96,4;85,3;0,89;272,2;265,7;0;
2008;45;-10,6;-12,6;-5,8;87,1;2,04;2,43;740,8;2,41;113,7;100,7;0,89;258,2;256,3;0;
2008;46;-6,7;-9,9;-4,2;91,9;2,88;3,44;742,3;4,20;73,8;66,5;0,90;282,7;271,8;0;
2008;47;-8,3;-11,2;-6,7;89,4;2,48;2,95;739,4;4,27;154,6;134,5;0,87;271,4;265,4;0;
2008;48;-11,7;-15,0;-7,3;85,6;1,83;2,20;745,2;1,43;146,8;128,1;0,87;251,2;251,8;0;
2008;49;-8,8;-12,1;-3,5;89,7;2,44;2,93;745,5;2,44;115,4;102,1;0,89;269,8;263,3;0;
2008;50;-7,6;-11,0;-1,2;91,2;2,75;3,29;743,1;3,26;116,5;103,7;0,89;277,7;268,2;0;
2008;51;-9,6;-14,2;-2,2;88,3;2,26;2,70;741,2;2,83;139,3;119,1;0,85;264,3;260,2;0;
2008;52;-11,1;-16,8;-1,6;84,4;2,00;2,37;738,9;2,78;119,6;103,2;0,86;251,8;254,3;0;
2008;53;-10,8;-16,5;-0,5;71,3;1,67;1,98;736,6;4,05;134,8;104,8;0,78;231,6;255,4;0;
2008;54;-12,0;-18,4;-5,2;80,7;1,71;2,04;739,2;2,89;142,8;118,9;0,83;242,3;250,7;0;
2008;55;-11,7;-17,6;-8,4;83,6;1,79;2,12;739,2;1,20;103,0;90,7;0,88;248,0;251,9;0;
2008;56;-12,7;-21,0;-4,1;76,4;1,57;1,89;746,5;2,44;179,3;161,3;0,90;232,8;248,0;0;
2008;57;-9,8;-12,4;-8,3;85,8;2,08;2,50;749,9;3,83;154,0;135,9;0,88;258,9;259,2;0;
2008;58;-6,3;-8,3;-4,7;90,6;2,90;3,46;742,9;3,61;98,6;86,3;0,88;282,0;273,3;0;
2008;59;-7,3;-9,6;-4,1;89,4;2,66;3,17;741,2;4,17;147,0;130,1;0,89;275,5;269,1;0;
2008;60;-7,4;-10,3;-4,4;87,8;2,62;3,11;738,8;2,50;168,0;151,2;0,90;272,4;268,9;0;
2008;61;-6,7;-9,6;-5,0;90,2;2,85;3,36;733,4;3,69;153,9;138,5;0,90;279,7;271,9;0;
2008;62;-9,2;-12,0;-5,2;88,1;2,29;2,74;745,1;4,86;203,6;183,2;0,90;265,5;261,7;0;
2008;63;-10,3;-13,3;-7,0;87,3;2,10;2,49;737,1;6,48;102,4;92,2;0,90;259,6;257,4;0;
2008;64;-8,3;-11,3;-3,2;90,0;2,55;3,04;739,7;1,69;106,1;95,5;0,90;272,3;265,2;0;
2008;65;-9,0;-12,2;-5,5;88,8;2,34;2,81;744,9;1,82;217,6;192,5;0,89;267,4;262,5;0;
2008;66;-8,7;-11,1;-4,2;89,0;2,41;2,90;746,6;2,14;232,6;209,3;0,90;269,0;263,8;0;
2008;67;-7,5;-9,9;-2,7;90,2;2,69;3,22;744,8;2,42;221,0;197,3;0,89;276,1;268,4;0;
2008;68;-7,0;-10,1;-4,3;69,0;2,10;2,50;744,3;1,88;237,6;213,8;0,90;241,6;270,7;0;
2008;69;-8,1;-11,1;-5,6;80,4;2,21;2,66;747,2;4,31;142,8;110,6;0,77;256,9;266,1;1;
2008;70;-5,4;-6,7;-3,4;85,3;2,93;3,52;747,4;4,19;103,3;97,7;0,90;276,9;277,3;1;
2008;71;-6,4;-10,2;-4,0;84,4;2,75;3,28;739,9;4,78;74,9;75,9;0,90;252,3;261,3;1;
2008;72;-11,0;-12,8;-10,0;72,2;1,62;1,92;738,2;3,66;122,7;119,3;0,90;236,2;256,1;1;
2008;73;-13,0;-17,1;-6,4;63,0;1,20;1,41;734,8;2,22;233,2;186,5;0,80;158,2;226,9;1;
2008;74;-10,5;-13,5;-7,2;78,7;1,83;2,16;733,0;1,65;128,6;118,9;0,90;238,7;253,7;1;
2008;75;-10,5;-14,3;-4,0;82,7;1,95;2,31;734,2;1,84;101,7;110,0;0,90;268,8;251,8;1;
2008;76;-11,3;-12,3;-9,7;81,9;1,79;2,12;737,0;3,66;140,7;140,8;0,90;257,1;258,0;1;
2008;77;-11,0;-12,3;-9,4;77,1;1,72;2,04;736,4;3,88;128,0;126,6;0,90;252,8;259,9;1;
2008;78;-10,9;-12,7;-8,7;79,0;1,79;2,12;737,3;2,82;133,6;130,4;0,90;239,1;256,1;1;
2008;79;-12,7;-15,8;-9,4;69,2;1,34;1,59;739,1;3,08;204,4;172,2;0,84;174,5;235,6;1;
2008;80;-12,3;-16,1;-9,4;72,3;1,46;1,74;739,2;2,58;181,8;154,6;0,85;198,7;241,9;1;
2008;81;-11,5;-13,3;-8,7;79,9;1,70;2,03;745,2;2,56;181,0;168,2;0,90;227,7;253,3;1;
2008;82;-11,5;-14,6;-8,9;74,3;1,55;1,87;752,9;2,30;206,4;172,9;0,84;202,1;247,1;1;
2008;83;-9,7;-12,5;-7,4;76,3;1,89;2,25;740,2;3,10;111,2;109,3;0,90;233,1;256,7;1;
2008;84;-13,5;-16,1;-9,4;75,0;1,41;1,67;735,5;3,39;175,2;169,0;0,90;230,8;248,2;1;
2008;85;-14,8;-17,1;-11,4;61,5;1,01;1,20;739,5;3,42;226,9;190,4;0,84;170,7;231,9;1;
2008;86;-13,2;-18,9;-6,7;70,9;1,31;1,55;736,4;1,65;217,2;176,0;0,81;201,6;240,4;1;
2008;87;-13,3;-15,7;-11,1;76,8;1,43;1,69;736,9;2,27;179,7;158,1;0,88;238,2;246,1;1;
2008;88;-15,0;-18,0;-10,1;65,9;1,06;1,25;735,0;2,38;233,7;195,4;0,84;192,6;236,8;1;
2008;89;-14,9;-16,5;-12,0;74,7;1,23;1,45;734,7;3,20;156,5;149,7;0,90;235,6;245,7;1;
2008;90;-15,5;-20,9;-7,4;78,6;1,25;1,49;737,6;1,83;254,7;204,0;0,80;193,3;232,2;1;
2008;91;-15,7;-19,1;-12,0;76,5;1,17;1,39;740,7;1,82;193,5;172,6;0,89;229,0;234,2;1;
2008;92;-15,3;-16,9;-13,5;76,5;1,20;1,43;740,3;2,63;204,9;200,8;0,90;226,4;241,1;1;
2008;93;-13,5;-17,3;-9,7;67,2;1,22;1,45;740,1;3,61;288,8;230,3;0,80;166,2;237,6;1;
2008;94;-9,4;-12,7;-6,5;70,1;1,77;2,11;741,9;4,47;175,6;160,6;0,90;228,0;260,6;1;
2008;95;-7,6;-9,5;-4,4;73,5;2,12;2,51;737,8;1,97;226,4;191,2;0,84;248,4;272,2;1;
2008;96;-8,6;-10,0;-7,2;83,9;2,28;2,69;733,9;2,50;155,6;149,1;0,90;265,9;270,2;1;
2008;97;-9,3;-10,6;-6,6;85,9;2,20;2,60;735,5;2,61;151,7;148,1;0,90;255,1;266,1;1;
2008;98;-8,8;-10,6;-6,0;82,4;2,18;2,59;738,5;2,04;164,8;155,2;0,90;266,5;267,3;1;
2008;99;-9,6;-13,1;-4,0;83,9;2,11;2,50;738,2;1,78;260,4;213,8;0,82;223,4;259,0;1;
2008;100;-9,8;-15,0;-4,6;77,4;1,89;2,24;736,9;1,69;237,8;198,0;0,83;240,4;260,2;1;
2008;101;-9,6;-11,4;-7,3;81,1;2,01;2,40;742,2;2,37;212,5;194,1;0,90;259,7;265,8;1;
2008;102;-7,8;-11,2;-3,8;68,6;1,95;2,35;750,7;3,43;252,7;214,5;0,85;234,0;268,2;1;
2008;103;-1,5;-5,6;3,6;68,6;3,08;3,74;754,6;3,52;310,5;239,4;0,77;222,6;288,0;1;
2008;104;1,7;-0,9;4,4;55,1;3,15;3,78;746,7;5,53;302,6;221,7;0,73;235,9;295,5;1;
2008;105;-2,8;-8,4;2,0;80,1;3,43;4,05;733,9;3,03;115,3;116,2;0,90;292,7;292,6;1;
2008;106;-10,0;-12,4;-7,9;75,3;1,83;2,16;733,0;2,83;179,2;173,9;0,90;252,8;261,8;1;
2008;107;-9,5;-12,8;-6,3;75,4;1,92;2,28;741,4;3,98;237,8;216,3;0,90;245,8;265,4;1;
2008;108;-5,2;-6,7;-2,3;68,8;2,38;2,83;741,6;4,58;233,6;207,7;0,89;242,7;278,1;1;
2008;109;-10,3;-17,9;-6,3;83,5;2,04;2,42;735,9;3,40;128,0;128,6;0,90;260,2;262,8;1;
2008;110;-18,9;-22,1;-16,3;76,8;0,90;1,06;736,2;3,26;273,6;242,5;0,89;208,9;232,9;1;
2008;111;-17,6;-22,9;-11,5;73,7;0,98;1,16;734,4;1,32;267,6;224,0;0,84;230,6;239,6;1;
2008;112;-15,8;-16,8;-14,2;73,9;1,12;1,32;732,1;4,83;160,6;154,3;0,90;235,6;243,2;1;
2008;113;-14,5;-17,5;-10,0;72,3;1,22;1,45;736,3;3,94;265,1;229,0;0,86;221,0;246,8;1;
2008;114;-9,9;-17,7;-2,5;73,1;1,78;2,11;736,5;1,03;232,6;200,7;0,86;247,7;259,5;1;
2008;115;-8,3;-10,9;-5,9;88,6;2,45;2,91;739,1;2,54;179,2;172,9;0,90;272,8;272,1;1;
2008;116;-9,8;-11,1;-6,7;80,5;1,97;2,35;742,7;2,72;233,6;215,6;0,90;250,3;264,5;1;
2008;117;-6,7;-15,5;-1,6;54,1;1,59;1,93;752,7;4,59;352,6;276,4;0,78;184,2;262,2;1;
2008;118;-0,6;-3,6;1,8;33,1;1,60;1,93;751,9;3,75;287,1;228,8;0,80;216,4;280,2;1;
2008;119;-0,2;-2,6;3,6;57,4;2,87;3,44;743,7;3,07;269,4;209,2;0,78;257,7;295,6;1;
2008;120;-3,7;-9,0;-1,4;76,1;3,01;3,55;733,9;3,37;153,2;143,7;0,90;276,4;287,9;1;
2008;121;-8,9;-11,6;-5,3;67,6;1,78;2,10;734,3;3,22;263,4;228,7;0,87;238,6;266,5;1;
2008;122;-7,7;-10,0;-3,5;63,6;1,80;2,15;745,2;2,39;285,3;234,3;0,82;225,4;266,5;1;
2008;123;-3,9;-10,9;1,8;47,4;1,74;2,09;749,5;2,15;352,7;260,0;0,74;199,5;271,4;1;
2008;124;-1,3;-6,0;4,0;52,1;2,39;2,87;746,3;2,40;309,9;221,0;0,71;236,3;288,2;1;
2008;125;-0,9;-6,7;3,1;59,5;2,76;3,32;748,0;2,49;339,8;235,6;0,69;225,1;289,4;1;
2008;126;-0,8;-3,2;0,7;69,4;3,32;3,98;745,0;2,48;149,9;131,3;0,88;278,8;297,4;1;
2008;127;-2,2;-6,5;3,8;81,9;3,55;4,25;743,6;2,15;227,9;203,2;0,89;299,1;291,4;1;
2008;128;-3,2;-7,8;2,9;77,7;3,13;3,73;741,3;1,94;241,1;198,9;0,82;272,2;284,4;1;
2008;129;-6,9;-8,2;-5,0;85,3;2,63;3,12;737,9;2,90;173,3;170,5;0,90;279,5;278,3;1;
2008;130;-5,4;-8,9;1,8;66,4;2,20;2,63;744,5;2,57;334,5;260,1;0,78;234,4;280,3;1;
2008;131;-5,0;-6,4;-3,3;83,6;2,96;3,53;742,4;3,65;145,7;141,0;0,90;276,1;284,1;1;
2008;132;-2,9;-5,1;3,2;82,2;3,40;4,03;737,1;1,59;199,5;178,8;0,90;292,0;295,1;1;
2008;133;-3,9;-6,2;-1,1;75,0;2,85;3,40;743,4;2,70;289,1;239,5;0,83;258,7;288,3;1;
2008;134;-3,7;-4,8;-2,6;83,7;3,27;3,91;742,7;3,65;140,8;136,2;0,90;284,4;290,8;1;
2008;135;-1,5;-3,8;1,3;80,7;3,68;4,44;749,9;3,78;200,5;190,0;0,90;285,2;298,2;1;
2008;136;3,9;-0,1;8,1;61,8;3,96;4,84;758,8;4,17;385,7;259,7;0,67;231,9;303,8;1;
2008;137;5,3;-0,2;10,4;39,1;2,76;3,37;758,9;3,29;380,9;242,9;0,64;223,2;301,3;1;
2008;138;7,3;1,3;11,4;36,3;3,04;3,69;755,5;3,46;308,9;209,3;0,68;250,9;304,3;1;
2008;139;6,6;4,3;8,6;58,1;4,71;5,65;746,7;3,78;200,0;148,8;0,74;284,4;310,9;1;
2008;140;3,1;0,7;6,6;78,0;4,94;5,93;747,2;2,54;115,5;95,0;0,82;295,5;308,8;1;
2008;141;2,7;0,6;5,5;82,7;5,12;6,10;740,5;3,14;101,9;83,9;0,82;313,5;310,1;1;
2008;142;-1,4;-2,7;0,5;94,1;4,41;5,22;737,4;2,68;224,1;206,2;0,90;303,0;304,3;1;
2008;143;-2,5;-3,1;-1,5;89,3;3,82;4,55;741,8;5,02;152,4;143,4;0,90;291,7;298,7;1;
2008;144;-1,3;-2,5;-0,5;83,5;3,88;4,65;745,7;6,38;135,8;131,3;0,90;296,2;301,0;1;
2008;145;-0,6;-1,4;0,1;91,8;4,47;5,36;746,7;4,83;131,2;129,8;0,90;304,6;305,7;1;
2008;146;-0,6;-2,3;0,3;89,1;4,34;5,23;749,0;3,51;181,3;171,6;0,90;304,1;305,7;1;
2008;147;-2,1;-3,6;0,1;88,2;3,82;4,61;750,2;3,42;225,0;209,0;0,90;289,7;301,2;1;
2008;148;-0,7;-5,4;4,3;77,5;3,67;4,43;750,7;1,48;331,6;250,4;0,76;256,6;300,7;1;
2008;149;2,3;-3,7;8,8;63,9;3,71;4,44;745,9;2,27;360,2;250,4;0,70;245,1;301,7;1;
2008;150;3,7;1,6;6,4;55,3;3,68;4,41;744,7;2,82;288,4;202,6;0,70;248,5;303,6;1;
2008;151;3,0;0,5;6,5;61,2;3,79;4,56;748,8;2,31;256,2;186,8;0,73;270,9;306,4;1;
2008;152;3,8;1,1;6,5;56,8;3,73;4,50;750,6;2,57;231,7;160,3;0,69;259,2;306,0;1;
2008;153;2,3;-0,5;8,1;71,6;4,29;5,17;749,0;1,59;186,2;126,2;0,68;272,1;303,1;1;
2008;154;0,9;-0,5;2,8;89,8;4,91;5,87;743,8;2,40;169,8;140,0;0,82;313,8;310,3;1;
2008;155;0,4;-1,1;2,1;89,2;4,71;5,59;739,0;2,80;230,9;189,0;0,82;299,8;308,6;1;
2008;156;1,6;-1,2;7,6;81,2;4,60;5,48;741,2;1,56;206,6;173,3;0,84;288,7;308,1;1;
2008;157;1,0;-1,4;3,5;78,6;4,31;5,13;740,2;2,24;125,9;109,0;0,87;297,0;307,5;1;
2008;158;-2,4;-3,2;-0,9;82,8;3,59;4,24;734,4;3,18;231,2;213,0;0,90;291,1;299,6;1;
2008;159;-1,5;-3,4;1,2;84,6;3,90;4,64;739,6;4,23;245,7;222,1;0,90;292,6;300,9;1;
2008;160;-0,4;-2,2;1,3;84,2;4,17;5,00;745,0;2,78;206,0;188,4;0,90;296,4;304,2;1;
2008;161;-1,1;-3,8;3,8;74,3;3,47;4,13;741,8;1,95;256,1;216,7;0,85;265,4;296,8;1;
2008;162;-1,8;-4,0;0,7;88,5;3,98;4,73;739,3;3,60;228,6;210,0;0,90;298,2;300,6;1;
2008;163;-2,2;-4,0;-0,5;83,5;3,65;4,37;744,7;4,82;185,6;181,0;0,90;289,4;297,0;1;
2008;164;0,7;-3,8;5,3;62,3;3,28;3,95;747,6;3,34;330,2;258,9;0,78;247,1;297,1;1;
2008;165;1,6;0,2;4,1;72,0;4,09;4,90;744,8;3,79;210,5;186,1;0,88;286,3;307,1;1;
2008;166;-0,9;-4,2;1,8;62,7;2,96;3,55;747,4;2,87;277,0;217,8;0,79;245,5;296,9;1;
2008;167;0,6;-4,5;4,8;54,8;2,84;3,43;750,1;2,35;285,9;213,5;0,75;228,6;291,9;1;
2008;168;4,5;0,9;8,3;47,7;3,30;3,98;749,9;2,34;289,1;211,2;0,73;248,4;303,1;1;
2008;169;4,8;1,6;7,6;47,8;3,37;4,06;748,8;2,87;253,2;180,7;0,71;253,0;303,8;1;
2008;170;2,7;-0,3;5,3;54,2;3,28;3,96;749,8;2,69;296,9;203,2;0,68;274,3;307,0;1;
2008;171;0,7;-1,6;3,4;65,3;3,49;4,21;751,5;2,65;193,8;152,9;0,79;271,6;302,9;1;
2008;172;3,8;0,8;7,1;61,1;3,99;4,84;754,7;2,55;247,8;172,4;0,70;257,3;304,8;1;
2008;173;8,0;2,9;12,4;43,8;3,78;4,59;754,5;1,99;317,9;201,0;0,63;271,2;307,9;1;
2008;174;3,0;0,2;8,2;79,2;4,98;6,00;748,8;3,47;135,2;119,8;0,89;304,2;310,2;1;
2008;175;2,7;0,1;5,4;72,8;4,47;5,39;750,6;1,85;208,2;151,9;0,73;274,3;305,1;1;
2008;176;1,1;-0,4;2,7;87,6;4,78;5,76;749,1;2,59;156,9;150,0;0,90;307,5;309,8;1;
2008;177;3,7;1,0;6,7;65,2;4,23;5,09;748,6;2,93;231,8;172,6;0,74;286,8;309,7;1;
2008;178;3,2;1,2;4,5;58,5;3,74;4,49;746,3;3,98;151,8;116,3;0,77;264,9;305,4;1;
2008;179;3,6;-2,6;10,3;55,9;3,58;4,34;752,9;2,66;368,5;226,1;0,61;229,0;302,0;1;
2008;180;8,3;1,7;15,1;46,2;4,03;4,91;758,0;2,93;357,3;215,0;0,60;253,6;308,1;1;
2008;181;11,6;6,4;16,8;42,2;4,57;5,56;757,4;2,99;356,5;209,5;0,59;272,0;312,6;1;
2008;182;11,9;6,8;16,0;49,0;5,45;6,63;755,8;3,25;267,1;159,3;0,60;298,2;313,2;1;
2008;183;6,8;4,3;9,8;76,4;6,20;7,53;755,6;2,17;104,2;72,5;0,70;324,8;311,6;1;
2008;184;6,7;3,9;10,8;78,0;6,25;7,57;753,8;2,17;177,5;120,4;0,68;311,9;311,5;1;
2008;185;9,9;7,0;14,0;55,9;5,55;6,71;752,1;2,89;323,3;193,5;0,60;277,5;313,0;1;
2008;186;8,5;4,8;10,7;68,1;6,29;7,56;747,0;3,25;136,8;91,7;0,67;312,2;312,3;1;
2008;187;5,3;4,0;7,5;74,2;5,51;6,62;747,3;2,98;169,2;113,9;0,67;305,8;311,2;1;
2008;188;4,5;3,6;5,5;78,2;5,46;6,56;748,2;3,01;132,1;93,9;0,71;311,9;311,0;1;
2008;189;4,0;2,9;5,1;67,9;4,57;5,51;750,8;2,54;135,4;96,0;0,71;294,1;309,9;1;
2008;190;4,8;2,1;7,1;63,9;4,52;5,48;752,9;3,11;210,0;141,5;0,67;281,6;309,7;1;
2008;191;7,5;5,4;10,2;55,8;4,70;5,66;749,4;4,17;256,3;166,3;0,65;297,4;312,2;1;
2008;192;3,8;-2,1;7,3;54,5;3,56;4,25;742,5;3,74;139,8;99,4;0,71;272,3;307,2;1;
2008;193;-0,8;-3,4;2,6;71,7;3,39;4,10;751,5;3,67;267,8;240,2;0,90;258,8;298,2;1;
2008;194;3,9;-1,4;9,4;57,0;3,71;4,51;755,6;3,08;319,9;211,9;0,66;240,8;300,4;1;
2008;195;7,9;6,0;9,6;47,4;4,14;5,01;751,2;3,75;242,1;148,1;0,61;280,3;311,9;1;
2008;196;7,8;5,8;10,8;37,1;3,23;3,89;748,4;3,61;354,0;202,1;0,57;262,5;311,4;1;
2008;197;5,2;1,8;7,2;60,8;4,39;5,29;749,6;2,30;188,4;118,5;0,63;291,2;310,9;1;
2008;198;5,2;0,9;8,4;56,4;3,99;4,82;752,3;2,45;256,0;151,9;0,59;259,7;309,1;1;
2008;199;6,1;2,2;9,8;52,4;4,00;4,83;752,5;1,97;271,2;156,2;0,58;251,8;307,1;1;
2008;200;4,8;2,0;8,2;63,8;4,53;5,45;747,8;2,02;195,6;117,5;0,60;280,8;310,0;1;
2008;201;3,9;-1,1;8,4;63,2;4,12;4,96;748,9;2,86;311,3;199,0;0,64;233,1;306,2;1;
2008;202;8,5;5,2;12,1;49,3;4,48;5,41;750,9;2,79;332,1;193,8;0,58;241,6;310,4;1;
2008;203;11,3;8,6;14,5;39,4;4,30;5,19;750,2;3,37;330,4;191,8;0,58;252,8;312,4;1;
2008;204;8,9;4,3;12,9;55,9;5,09;6,13;749,4;1,97;259,2;148,5;0,57;275,5;311,8;1;
2008;205;3,6;1,1;6,3;85,4;5,59;6,74;750,1;2,17;103,8;65,8;0,63;314,9;311,3;1;
2008;206;4,6;0,3;8,5;65,9;4,49;5,44;753,1;2,66;286,6;176,1;0,61;260,2;311,1;1;
2008;207;6,6;0,9;11,4;54,9;4,34;5,26;754,3;2,36;321,8;186,8;0,58;239,2;308,0;1;
2008;208;8,6;5,8;11,2;51,5;4,73;5,71;750,3;2,57;212,4;122,9;0,58;272,8;311,1;1;
2008;209;5,9;3,2;9,0;69,0;5,31;6,38;747,1;2,91;143,7;87,0;0,61;310,0;311,2;1;
2008;210;4,6;1,9;7,5;72,2;5,02;6,04;748,5;2,81;231,7;132,7;0,57;293,5;311,1;1;
2008;211;6,0;3,1;8,6;65,5;5,04;6,06;747,6;3,26;222,4;123,1;0,55;269,9;311,2;1;
2008;212;1,6;-0,8;3,2;74,5;4,24;5,08;744,2;4,26;171,2;137,2;0,80;292,7;308,5;1;
2008;213;3,4;0,2;7,2;58,3;3,75;4,50;746,7;2,98;294,8;185,3;0,63;240,1;305,4;1;
2008;214;3,0;0,1;6,0;72,9;4,52;5,40;744,2;3,60;50,9;36,3;0,71;293,8;309,6;1;
2008;215;1,7;-1,3;5,2;75,6;4,27;5,13;747,4;2,42;210,4;172,2;0,82;278,6;304,6;1;
2008;216;2,2;0,0;5,7;75,7;4,48;5,41;750,4;1,80;195,9;138,0;0,70;268,0;303,7;1;
2008;217;5,1;0,8;9,0;64,6;4,56;5,53;754,2;2,16;284,4;173,8;0,61;281,7;308,1;1;
2008;218;6,6;3,3;10,3;56,0;4,45;5,41;756,4;2,25;271,6;147,1;0,54;240,7;308,5;1;
2008;219;9,2;5,0;13,4;53,2;4,85;5,91;757,8;2,20;309,2;148,6;0,48;244,4;310,4;1;
2008;220;11,9;9,2;14,2;41,5;4,75;5,76;754,1;2,54;236,0;68,5;0,29;287,9;313,4;1;
2008;221;10,9;8,5;14,2;46,0;4,91;5,93;751,4;2,56;258,3;49,6;0,19;267,3;311,3;1;
2008;222;8,6;5,7;12,0;65,1;5,97;7,19;749,4;2,65;229,6;53,6;0,23;298,6;312,2;1;
2008;223;2,3;-1,1;5,9;78,5;4,67;5,61;747,7;3,15;97,7;42,0;0,43;301,0;308,5;1;
2008;224;0,2;-1,3;1,8;89,2;4,58;5,51;748,0;3,48;117,6;103,9;0,88;303,9;307,2;1;
2008;225;4,5;1,1;9,5;69,5;4,78;5,76;750,2;3,75;232,1;130,7;0,56;265,7;308,8;1;
2008;226;7,1;4,9;10,4;55,6;4,62;5,60;753,2;2,59;240,8;67,2;0,28;260,8;309,0;1;
2008;227;8,2;5,9;12,4;60,8;5,39;6,59;759,6;2,39;315,7;55,7;0,18;260,3;309,9;1;
2008;228;10,0;6,6;15,5;51,9;5,19;6,34;759,8;2,47;334,2;58,2;0,17;272,0;310,5;1;
2008;229;11,3;6,6;15,0;50,4;5,43;6,59;755,7;2,42;278,2;48,3;0,17;283,0;312,2;1;
2008;230;9,6;5,4;14,8;60,0;5,79;7,02;753,4;2,29;259,0;36,7;0,14;295,6;312,5;1;
2008;231;10,1;5,4;16,2;50,2;4,91;5,91;748,1;2,15;297,0;46,1;0,16;291,8;312,2;1;
2008;232;7,6;3,3;11,5;63,5;5,45;6,52;743,9;2,03;154,9;28,1;0,18;308,2;311,8;1;
2008;233;2,9;2,0;3,6;89,7;5,66;6,73;739,1;2,25;19,5;5,9;0,31;318,9;312,1;1;
2008;234;0,8;-0,7;2,6;90,9;4,96;5,89;737,8;2,10;76,6;63,8;0,83;310,1;309,4;1;
2008;235;1,7;-2,9;4,1;81,0;4,62;5,57;749,8;2,67;161,5;131,9;0,82;289,3;306,1;1;
2008;236;4,5;-1,9;8,5;71,6;4,96;6,01;752,7;1,73;291,7;119,0;0,41;269,3;302,9;1;
2008;237;7,3;4,7;10,6;53,9;4,52;5,44;749,4;2,55;262,5;26,6;0,10;275,1;305,6;1;
2008;238;3,8;-0,1;6,5;70,1;4,65;5,55;743,3;2,87;105,7;9,9;0,09;301,1;307,6;1;
2008;239;-1,2;-2,8;0,3;89,9;4,20;5,01;743,1;2,23;112,8;64,4;0,57;294,8;308,4;0;
2008;240;-1,1;-2,5;0,0;95,0;4,52;5,39;741,4;2,33;80,0;39,3;0,49;314,5;295,7;0;
2008;241;-0,6;-1,4;0,0;95,6;4,67;5,60;746,3;2,11;60,5;29,3;0,48;318,0;297,7;0;
2008;242;1,3;0,0;4,5;93,1;5,20;6,23;744,8;3,03;39,4;19,7;0,50;322,4;309,3;0;
2008;243;1,0;-1,8;3,2;86,4;4,74;5,66;741,4;1,96;122,5;65,5;0,54;307,6;309,3;0;
